id,intent,question,answer,category,keywords,difficulty,source
general_qa_0118,GENERAL,What is registered office?,Official address of company filed with ROC. All legal notices sent here. Must display company name board. Can be residential (with NOC) or commercial. Can change with ROC approval.,operations,"registered office, address",beginner,Comprehensive manual curation
general_qa_0119,GENERAL,Do I need accountant?,"Yes, recommended. Need for: GST returns, ITR filing, TDS returns, payroll, financial statements, audit, compliance. Hire CA or use accounting software + CA for filings.",operations,"accountant, ca",beginner,Comprehensive manual curation
general_qa_0120,GENERAL,What is bookkeeping?,"Recording daily financial transactions: Sales, purchases, expenses, receipts, payments. Maintains ledgers and books. Foundation for accounting and tax filing.",operations,"bookkeeping, accounting",beginner,Comprehensive manual curation
general_qa_0121,GENERAL,What accounting software to use?,"Options: Zoho Books, Tally, QuickBooks, ClearTax, Razorpay. Choose based on: Features needed, GST compliance, integrations, pricing. Most offer free trials.",operations,"accounting software, tally",beginner,Comprehensive manual curation
general_qa_0122,GENERAL,What is burn rate?,"Rate of spending cash reserves monthly. Example: ₹10L cash, spending ₹1L/month = ₹1L burn rate. Critical metric for runway calculation.",growth_scaling,"burn rate, cash burn",beginner,Comprehensive manual curation
general_qa_0123,GENERAL,What is runway?,"Months of operation possible with current cash. Formula: Total Cash / Monthly Burn Rate. Example: ₹10L cash, ₹1L burn = 10 months runway. Raise funding before runway ends.",growth_scaling,"runway, cash runway",beginner,Comprehensive manual curation
general_qa_0124,GENERAL,What is MRR?,"Monthly Recurring Revenue - predictable revenue from subscriptions each month. Key SaaS metric. Example: 100 customers × ₹1,000/month = ₹1L MRR.",growth_scaling,"mrr, recurring revenue",beginner,Comprehensive manual curation
general_qa_0125,GENERAL,What is ARR?,Annual Recurring Revenue - MRR × 12. Measures yearly subscription revenue. Used by SaaS companies for valuation and growth tracking.,growth_scaling,"arr, annual revenue",beginner,Comprehensive manual curation
general_qa_0126,GENERAL,What is CAC?,"Customer Acquisition Cost - cost to acquire one customer. Formula: Total Marketing + Sales Cost / New Customers. Example: ₹1L spent, 100 customers = ₹1,000 CAC.",growth_scaling,"cac, acquisition cost",beginner,Comprehensive manual curation
general_qa_0127,GENERAL,What is LTV?,Lifetime Value - total revenue from customer over relationship. Formula: Average Purchase Value × Purchase Frequency × Customer Lifespan. Should be 3× CAC minimum.,growth_scaling,"ltv, lifetime value",beginner,Comprehensive manual curation
general_qa_0128,GENERAL,What is churn rate?,Percentage of customers lost in period. Formula: (Customers Lost / Total Customers at Start) × 100. Example: Lost 10 of 100 customers = 10% churn. Lower is better.,growth_scaling,"churn, churn rate",beginner,Comprehensive manual curation
general_qa_0129,GENERAL,What is product-market fit?,"When product satisfies strong market demand. Signs: Organic growth, high retention, customers can't live without product, word-of-mouth referrals, sustainable unit economics.",growth_scaling,"product market fit, pmf",beginner,Comprehensive manual curation
general_qa_0130,GENERAL,How to acquire first customers?,"Strategies: (1) Personal network, (2) Content marketing, (3) Social media, (4) Cold outreach, (5) Partnerships, (6) Free trials, (7) Launch on Product Hunt, (8) Community building",growth_scaling,"customer acquisition, first customers",beginner,Comprehensive manual curation
general_qa_0131,GENERAL,What is MVP?,"Minimum Viable Product - simplest version with core features to test market. Launch quickly, get feedback, iterate. Don't build everything upfront.",growth_scaling,"mvp, minimum viable product",beginner,Comprehensive manual curation
general_qa_0132,GENERAL,What is pivot?,"Fundamental change in business model, product, or target market based on learnings. Example: Instagram pivoted from Burbn (check-in app) to photo-sharing.",growth_scaling,"pivot, business model change",beginner,Comprehensive manual curation
general_qa_0133,GENERAL,When to scale?,"Scale when: (1) Product-market fit achieved, (2) Unit economics positive, (3) Repeatable sales process, (4) Strong retention, (5) Have funding, (6) Team ready. Don't scale prematurely.",growth_scaling,"when to scale, scaling",beginner,Comprehensive manual curation
general_qa_0134,GENERAL,How to scale team?,"Steps: (1) Define roles needed, (2) Hire for culture fit + skills, (3) Set clear processes, (4) Delegate effectively, (5) Use tools for collaboration, (6) Regular communication, (7) Build strong culture",growth_scaling,"team scaling, hiring",beginner,Comprehensive manual curation
general_qa_0135,GENERAL,What is cash flow?,Movement of money in and out of business. Positive: More money coming in. Negative: More going out. Different from profit. Can be profitable but cash-flow negative.,financial_management,"cash flow, cash management",beginner,Comprehensive manual curation
general_qa_0136,GENERAL,How to manage cash flow?,"Tips: (1) Invoice promptly, (2) Follow up on payments, (3) Negotiate payment terms, (4) Control expenses, (5) Build cash reserves, (6) Monitor burn rate, (7) Forecast cash needs, (8) Use accounting software",financial_management,cash flow management,beginner,Comprehensive manual curation
general_qa_0137,GENERAL,What is working capital?,Money available for daily operations. Formula: Current Assets - Current Liabilities. Positive working capital means can pay short-term obligations.,financial_management,working capital,beginner,Comprehensive manual curation
general_qa_0138,GENERAL,What is P&L statement?,"Profit and Loss statement shows revenue, expenses, and profit/loss for period. Also called Income Statement. Format: Revenue - Expenses = Profit/Loss.",financial_management,"p&l, profit loss, income statement",beginner,Comprehensive manual curation
general_qa_0139,GENERAL,What is balance sheet?,"Snapshot of company's financial position at specific date. Shows: Assets (what you own), Liabilities (what you owe), Equity (owner's stake). Assets = Liabilities + Equity.",financial_management,balance sheet,beginner,Comprehensive manual curation
general_qa_0140,GENERAL,What is cash flow statement?,"Shows cash inflows and outflows from: Operating activities, Investing activities, Financing activities. Different from P&L as shows actual cash movement.",financial_management,cash flow statement,beginner,Comprehensive manual curation
general_qa_0141,GENERAL,How to create budget?,"Steps: (1) Estimate revenue, (2) List fixed costs (rent, salaries), (3) List variable costs (marketing, materials), (4) Add buffer (10-20%), (5) Track actual vs budget monthly, (6) Adjust as needed",financial_management,"budget, budgeting",beginner,Comprehensive manual curation
general_qa_0142,GENERAL,What is financial projection?,"Forecast of future financial performance: Revenue, expenses, cash flow for 3-5 years. Used for fundraising, planning. Based on assumptions - be realistic.",financial_management,"financial projection, forecast",beginner,Comprehensive manual curation
glossary_0143,GENERAL,,,funding,"vc, venture capital",beginner,Comprehensive manual curation
glossary_0144,GENERAL,,,funding,"angel, angel investor",beginner,Comprehensive manual curation
glossary_0145,GENERAL,,,funding,"bootstrapping, self-funding",beginner,Comprehensive manual curation
glossary_0146,GENERAL,,,funding,"seed, seed funding",beginner,Comprehensive manual curation
glossary_0147,GENERAL,,,funding,"series a, series b, series c",beginner,Comprehensive manual curation
glossary_0148,GENERAL,,,funding,"valuation, pre-money, post-money",beginner,Comprehensive manual curation
glossary_0149,GENERAL,,,funding,"dilution, equity dilution",beginner,Comprehensive manual curation
glossary_0150,GENERAL,,,funding,"cap table, ownership",beginner,Comprehensive manual curation
glossary_0151,GENERAL,,,funding,term sheet,beginner,Comprehensive manual curation
glossary_0152,GENERAL,,,funding,liquidation preference,beginner,Comprehensive manual curation
glossary_0153,GENERAL,,,funding,anti-dilution,beginner,Comprehensive manual curation
glossary_0154,GENERAL,,,funding,"vesting, cliff",beginner,Comprehensive manual curation
glossary_0155,GENERAL,,,funding,convertible note,beginner,Comprehensive manual curation
glossary_0156,GENERAL,,,funding,safe,beginner,Comprehensive manual curation
glossary_0157,GENERAL,,,funding,"ccps, preference shares",beginner,Comprehensive manual curation
glossary_0158,GENERAL,,,funding,"pro-rata, preemptive rights",beginner,Comprehensive manual curation
glossary_0159,GENERAL,,,funding,down round,beginner,Comprehensive manual curation
glossary_0160,GENERAL,,,funding,up round,beginner,Comprehensive manual curation
glossary_0161,GENERAL,,,funding,unicorn,beginner,Comprehensive manual curation
glossary_0162,GENERAL,,,funding,decacorn,beginner,Comprehensive manual curation
glossary_0163,GENERAL,,,metrics,"burn rate, cash burn",beginner,Comprehensive manual curation
glossary_0164,GENERAL,,,metrics,"runway, cash runway",beginner,Comprehensive manual curation
glossary_0165,GENERAL,,,metrics,"mrr, recurring revenue",beginner,Comprehensive manual curation
glossary_0166,GENERAL,,,metrics,arr,beginner,Comprehensive manual curation
glossary_0167,GENERAL,,,metrics,"cac, acquisition cost",beginner,Comprehensive manual curation
glossary_0168,GENERAL,,,metrics,"ltv, lifetime value",beginner,Comprehensive manual curation
glossary_0169,GENERAL,,,metrics,"churn, churn rate",beginner,Comprehensive manual curation
glossary_0170,GENERAL,,,metrics,gmv,beginner,Comprehensive manual curation
glossary_0171,GENERAL,,,metrics,arpu,beginner,Comprehensive manual curation
glossary_0172,GENERAL,,,metrics,unit economics,beginner,Comprehensive manual curation
glossary_0173,GENERAL,,,metrics,"product market fit, pmf",beginner,Comprehensive manual curation
glossary_0174,GENERAL,,,metrics,"nps, net promoter",beginner,Comprehensive manual curation
glossary_0175,GENERAL,,,metrics,"dau, mau",beginner,Comprehensive manual curation
glossary_0176,GENERAL,,,metrics,retention,beginner,Comprehensive manual curation
glossary_0177,GENERAL,,,metrics,conversion rate,beginner,Comprehensive manual curation
glossary_0178,GENERAL,,,legal,"dpiit, startup india",beginner,Comprehensive manual curation
glossary_0179,GENERAL,,,legal,roc,beginner,Comprehensive manual curation
glossary_0180,GENERAL,,,legal,cin,beginner,Comprehensive manual curation
glossary_0181,GENERAL,,,legal,din,beginner,Comprehensive manual curation
glossary_0182,GENERAL,,,legal,dsc,beginner,Comprehensive manual curation
glossary_0183,GENERAL,,,legal,"moa, memorandum",beginner,Comprehensive manual curation
glossary_0184,GENERAL,,,legal,"aoa, articles",beginner,Comprehensive manual curation
glossary_0185,GENERAL,,,legal,"nda, confidentiality",beginner,Comprehensive manual curation
glossary_0186,GENERAL,,,legal,"ip, intellectual property",beginner,Comprehensive manual curation
glossary_0187,GENERAL,,,legal,trademark,beginner,Comprehensive manual curation
glossary_0188,GENERAL,,,legal,patent,beginner,Comprehensive manual curation
glossary_0189,GENERAL,,,legal,copyright,beginner,Comprehensive manual curation
glossary_0190,GENERAL,,,legal,fema,beginner,Comprehensive manual curation
glossary_0191,GENERAL,,,legal,sebi,beginner,Comprehensive manual curation
glossary_0192,GENERAL,,,legal,imb,beginner,Comprehensive manual curation
